id,type,prompt,answer1,answer2,answer3,answer4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,要使分式$\frac{x}{x-1}$有意义，则x的取值范围是____A.$x\neq 1$B.$x\neq 0$C.$0<x<1$D.$x\neq -1$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,为了简明扼要地说明空气中多种混合气体情况，使用的统计图最好是____A.条形统计图B.折线统计图C.扇形统计图D.频数分布直方图,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,某工艺品车间有 20名工人，平均每人每天可制作 12个大花瓶或 10个小饰品，已知2 个大花瓶与 5个小饰品配成一套，则要安排 x名工人制作大花瓶，才能使每天制作的大花瓶和小饰品刚好配套，方程正确的是____A.$2\times12\left(x-20\right)=5\times10x$B.$2\times12x=5\times10\left(20-x\right)$C.$5\times12\left(x-20\right)=2\times10x$D.$5\times12x=2\times10\left(20-x\right)$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,若 a，b 为实数，且$b=\frac{\sqrt{a^{2}-9}+\sqrt{9-a^{2}}}{a+3}+4$ ，则$a+b$ 的值为____A.-1B.1C.1或7D.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,如果 $y=-x+3$，且 $x\neq y$，那么代数式$\frac{x^{2}}{x-y}+\frac{y^{2}}{y-x}$的值为____A.$3$B.$-3$C.$\frac{1}{3}$D.$-frac{1}{3}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列二次根式中属于最简二次根式的是____A.$\sqrt 8$B.$\sqrt {\frac{2}{3}}$C.$\sqrt {14}$D.$\sqrt {5x^3}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,如果一个三角形的两边长分别是2和4，则第三边可能是____A.2B.4C.6D.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"若点P(1-m,3 )在第二象限，则m的取值范围是____A.m<1B.m<0C.m>0D.m>1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"抛物线 $y=\left(x-1\right)^{2}+3$的顶点坐标为____A.(1,3)B.(-1,3)C.(-1,-3)D.(3,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,口袋中装有形状、大小与质地都相同的红球2个，黄球1个，下列事件为随机事件的是____A.随机摸出1个球，是白球B.随机摸出1个球，是红球C.随机摸出1个球，是红球或黄球D.随机摸出2个球，都是黄球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"比较 $-2.4$，$-0.5$,$-(-2)$,$-\pi$  的大小，下列正确的____A.$-\pi>-2.4>-\left(-2\right)>-0.5$B.$-(-2)>-\pi>-2.4>-0.5$C.$-(-2)>-0.5>-2.4>-\pi$D.$-\pi>-\left(-2\right)>-2.4>-0.5$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,若$x=-1$是关于 x的方程$2x+5a=3$ 的解，则 $a$的值为____A.$\frac{1}{5}$B.2C.1D.-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"二次函数$y=(x-1)^{2}-3$ 的顶点坐标是____A.(1,-3)B.(-1,-3)C.(1,3)D.(-1,3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,分式方程$\frac{x+1}{x-1}-1=\frac{4}{x^{2}-1}$若有增根，则增根可能是____A.1B.-1C.1或-1D.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,﹣（﹣2019）的相反数是____A.$-2019$B.$2019$C.$\frac{1}{2019}$D.$-\frac{1}{2019}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"方程$x^2+4x+1=0$的解是____A.$x_1=2+\sqrt 3 ,x_2=2-\sqrt 3$B.$x_1=2+\sqrt 3 ,x_2=-2+\sqrt 3$C.$x_1=-2+\sqrt 3 ,x_2=-2-\sqrt 3$D.$x_1=-2-\sqrt 3 ,x_2=2+\sqrt 3$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"下列命题中，真命题有____。
（1）有且只有一条直线与已知直线平行
（2）垂直于同一条直线的两条直线互相垂直
（3）两条直线被第三条直线所截，内错角相等
（4）在平面内过一点有且只有一条直线与已知直线垂直。A.一个B.2个C.3个D.4个",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,已知二次函数$y=-(x+k)^2+h$，当x>-2时，y随x的增大而减小，则函数中k的取值范围是____A.$k \geq -2$B.$k \leq -2$C.$k \geq 2$D.$k \leq 2$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,$-2$的绝对值是____A.$-2$B.$2$C.$\frac{1}{2}$D.$-\frac{1}{2}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列各式中能用完全平方公式分解因式的是____A.$x^2+x+1$B.$x^2+2x+1$C.$x^2+2x-1$D.$x^2-2x-1$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,若 $\sqrt {x-1}$在实数范围内有意义，则x的取值范围是____A.x≥1B.x>1C.x≤1D.x≠1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,一个等腰三角形两边的长分别为 3和 7，那么这个三角形的周长是____A.10B.13C.17D.13或17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列运算中，正确的是____A.$2x+2y=2x y$B.$\left(x y\right)^{2}\div\frac{1}{x y}=(x y)^{3}$C.$\left(x^2y^3\right)^2=x^4y^5$D.$2x y-3y x=x y$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列函数中，一定是二次函数是____A.$y=ax^2 +bx+c$B.$y=x(-x+1)$C.$y=(x-1^)2-x^2$D.$y=\frac{1}{x^2}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,因式分解$x^{2}+m x-12=\left(x+p\right)\left(x+q\right)$，其中 m，p ，q 都为整数，则这样的m的最大值是____A.1B.4C.11D.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,若 $a>b$，则下列不等式变形正确的是____A.$a+5<b+5$B.$\frac{a}{3}<\frac{b}{3}$C.$-4a>-4b$D.$3a-2>3b-2$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,已知方程组 $\left\{\begin{matrix}2x+2y=k\\ 2x+y=1\end{matrix}\right.$的解满足$x-y=3$ ，则$k$ 的值为____A.2B.-2C.1D.-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,要调查某城区七年级8000名学生对禁毒知识的了解情况，下列调查方式最合适的是____A.在某校七年级学生中随机选取180名学生B.在城区七年级学生中随机选取180名女生C.在城区七年级学生中随机选取180名学生D.在某校七年级学生中随机选取180名男生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,分式$\frac{xy}{x+y}$中 x，y 的值都扩大到原来的 倍，则分式的值____A.扩大到原来的9倍B.不变C.缩小到原来的$\frac{1}{3}$D.扩大到原来的3倍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"关于抛物线$y=x^2-4x+4$,下列说法错误的是____A.开口向上B.与x轴只有一个交点C.对称轴是直线x=2D.当x>0时，y随x的增大而增大",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,已知∠A为锐角，且sinA=$\frac{\sqrt{3}}{2}$ ，那么∠A等于____A.15°B.30°C.45°D.60°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列说法正确的有____个 ①同位角相等；②一条直线有无数条平行线；③在同一平面内，两条不相交的线段是平行线；④如果 a//b，b//c ，则 a//c；⑤过一点有且只有一条直线与已知直线平行A.2个B.3个C.4个D.5个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,已知单项式 $2x^{3}y^{1+2m}$与 $3x^{n+1}y^{3}$的和是单项式，则 $m+n$的值是____A.-3B.3C.6D.-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列语句中是命题的有____①如果两个角都等于70°，那么这两个角是对顶角;    ②三角形内角和等于180°；  ③画线段AB=3 cm．A.0个B.1个C.2个D.3个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,如果收入3万元，记作+3万元，那么-2 万元表示____A.收入2万元B.支出5万元C.支出2万元D.利润是2万元,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,$2020$的相反数是____A.$-\frac{1}{2000}$B.$\frac{1}{2000}$C.$2020$D.$-2020$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,已知代数式 $3x^{2}-2y+6=8$，则代数式 $\frac{3}{2}x^{2}-y+1$的值是____A.1B.2C.3D.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下面是某同学在一次测验中的计算摘录：①$3a+2b=5ab$ ；②$4m^3n-5mn^3=-m^3n$ ；③ $3x^{3}\cdot\left(-2x^{2}\right)=-6x^{5}$；④ $4a^{3}b\div\left(-2a^{2}b\right)=-2a$；⑤$(a^3)^2=a^5$ ；⑥$\left(-a\right)^{2}\div \left(-a\right)=-a^{2}$ ．其中正确的个数有____A.1个B.2个C.3个D.4个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"下列说法，其中正确的结论有____①最大的负整数是-1 ；② $a$的倒数是 $\frac{1}{a}$；③若$a$ ，$b$ 互为相反数，则$\frac{a}{b}=-1$ ；
④ $(-2)^3=-2^3$；  ⑤单项式 $-frac{2x^2y}{3}$的系数是-2 ；⑥多项式$xy^2-xy+2^4$ 是关于x y 的三次多项式.A.1个B.2个C.3个D.4个",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列计算结果正确的是____A.$\sqrt{2}+\sqrt{5}=\sqrt{7}$B.$2\sqrt{2}\times2\sqrt{3}=2\sqrt{6}$C.$3\sqrt{2}-\sqrt{2}=3$D.$\sqrt{27}\div\sqrt{3}=3$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,若⊙P的半径为5，圆心P的坐标为（-3，4），则平面直角坐标系的原点O与⊙P的位置关系是____A.在⊙P内B.在⊙P上C.在⊙P外D.无法确定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"点P(5,-4)关于 轴对称点是____A.(5,4)B.(5,-4)C.(4,-5)D.(-5,-4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列运算正确的是____A.$4a-a=3$B.$a^{3}-a^{2}=a$C.$2a b-b a=a b$D.$a^{2}b-a b^{2}=0$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,某市2004年底已有绿化面积300公顷，经过两年绿化，绿化面积逐年增加，到2006年底增加到363公顷．设绿化面积平均每年的增长率为x，由题意，所列方程正确的是____A.$300(1+x)=363$B.$300(1+x)^2=363$C.$300(1+2x)=363$D.$363(1-x)^2=300$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"某工厂一月份生产机器100台，计划二、三月份共生产机器240台，设二、三月份的平均增长率为x,则根据题意列出方程是____A.$100(1+x)^2=240$B.$100(1+x)+100(1+x)^2=240$C.$100+100(1+x)+100(1+x)^2=240$D.$100(1-x)^2=240$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,下列各式$\frac{a-b}{2}$ ，$\frac{x+3}{x}$ ，$\frac{5+y}{\pi}$ ，$\frac{\sqrt 3}{4}(x^2+1)$ ，$\frac{a+b}{a-b}$ ，$\frac{1}{m}(x-y)$ 中，是分式的共有____A.1个B.2个C.3个D.4个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,把一些图书分给某班的学习小组，如果每组分11本，则剩余1本；如果每组分12 本，则有一组少7本，设该班共有 x个学习小组，则 满足的方程是____A.$11x-1=12x-7$B.$11x+1=12x-7$C.$11x+1=12(x-1)-5$D.$11x-1=12(x-1)-5$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"根据等式的性质，下列变形正确的是____A.如果 $2x=3$，那么 $\frac{2x}{a}=\frac{3}{a}$B.如果$x=y$ ,那么$x-5=5-y$C.如果 $x=y$，那么$-2x=-2y$D.如果 $\frac{1}{2}x=6$，那么$x=3$",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,抛物线的顶点坐标为(-2，3)，开口方向和大小与抛物线$y=x^2$相同，则其解析式为____A.$y=(x-2)^2+3$B.$y=(x-2)^2-3$C.$y=(x+2)^2+3$D.$y=-(x+2)^2+3$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,据统计， 2019年安徽省常住人口数为6323.6万人.请将6323.6万用科学记数法表示为____A.$6.3036\times10^3$B.$6.3036\times10^4$C.$6.3036\times10^7$D.$6.3036\times10^8$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,为调查某校九年级学生体育锻炼情况，下列调查对象最合适的____A.选50名男生B..选一个班级的学生C.选50名女生D.随机选取九年级50名学生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,"下列现象属于平移的是____
① 打气筒活塞的轮复运动，② 电梯的上下运动，③ 钟摆的摆动，④ 转动的门，
⑤ 汽车在一条笔直的马路上行走A.③B.②③C.①②④D.①②⑤",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,理工科学：中学数学,A，B，C 三点在同一直线上，线段$AB=5cm$ ，$BC=4cm$ ，那么A ，C 两点的距离是____A.1cmB.9cmC.1cm或9cmD.以上答案都不对,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
